queryr0
version 10:	   744257	   149472	  1364607	158465435	    46484	    77440	     2675	160850374	 17253118	   442454	178545946
version 10:	   730906	   149490	  1364220	158461269	    46558	    77781	     2705	160832938	 17247112	   442148	178522198
version 10:	   731492	   149389	  1364425	158461974	    46603	    77274	     2682	160833847	 17232252	   441702	178507801
version 10:	   731337	   149704	  1366209	132956042	    55259	    77964	     2759	135339279	 17272493	   442120	153053892
version 10:	   730909	   149598	  1366563	132953622	    55235	    77776	     2758	135336469	 17258586	   442341	153037396
version 10:	   731181	   149857	  1365823	132952801	    55310	    78281	     2756	135336019	 17237063	   442005	153015087
version 10:	   730757	   149655	  1368730	114005516	    63927	    77315	     2820	116398725	 17298781	   442092	134139598
version 10:	   731178	   149540	  1368169	114002745	    63983	    77283	     2819	116395724	 17263916	   442524	134102164
version 10:	   731495	   149560	  1368007	114006830	    63951	    77219	     2827	116399894	 17234106	   441805	134075805
version 10:	   731448	   149720	  1370263	100866026	    72668	    81052	     3093	103274276	 17269451	   442460	120986187
version 10:	   731435	   149593	  1370603	100874931	    72639	    80601	     3088	103282894	 17266688	   442392	120991974
version 10:	   731920	   149819	  1371464	100873145	    72559	    85337	     3092	103287341	 17237954	   442012	120967307
version 10:	   731273	   149592	  1372539	 89687005	    81254	    77534	     3164	 92102367	 17280996	   442217	109825580
version 10:	   731478	   149773	  1371335	 89693012	    81334	    77723	     3157	 92107816	 17238873	   442067	109788756
version 10:	   731111	   149746	  1371020	 89693037	    81310	    78092	     3132	 92107454	 17233747	   441914	109783115
version 10:	   731450	   149753	  1375314	 74096055	    98734	    78134	     3271	 76532719	 17248089	   442108	 94222916
version 10:	   731490	   149726	  1375490	 74096816	    98694	    78000	     3260	 76533483	 17261406	   442380	 94237269
version 10:	   731315	   149815	  1374655	 74099955	    98636	    77908	     3256	 76535544	 17233699	   441744	 94210987
version 10:	   730915	   150110	  1377297	 68508276	   107424	    79137	     3334	 70956499	 17230986	   441957	 88629442
version 10:	   731447	   149795	  1376565	 68510537	   107385	    79042	     3335	 70958110	 17242042	   442222	 88642374
version 10:	   731061	   149803	  1377212	 68506949	   107341	    79013	     3326	 70954709	 17243484	   442164	 88640357
version 10:	   731217	   149821	  1380452	 59032007	   124898	    79131	     3442	 61500973	 17245332	   442404	 79188709
version 10:	   731113	   149828	  1380928	 59035676	   124732	    78745	     3423	 61504453	 17242738	   442407	 79189598
version 10:	   732095	   150089	  1380038	 59036440	   124651	    78908	     3422	 61505653	 17232753	   441843	 79180249
version 10:	   731169	   149804	  1381203	 55349653	   133381	    79029	     3483	 57827728	 17295000	   441978	 75564706
version 10:	   731098	   149662	  1381213	 55351675	   133403	    79023	     3467	 57829550	 17295084	   441912	 75566546
version 10:	   731473	   150006	  1382271	 55356045	   133362	    79116	     3571	 57835847	 17276021	   442168	 75554036
version 10:	   731974	   149835	  1383012	 52904845	   142179	    81794	     3550	 55397196	 17309163	   442195	 73148554
version 10:	   731512	   149870	  1383510	 52904864	   142025	    81476	     3538	 55396801	 17230304	   441885	 73068990
version 10:	   730982	   149804	  1383190	 52905449	   142134	    81730	     3540	 55396834	 17266689	   442081	 73105604
version 10:	   731043	   149888	  1385445	 49675767	   150668	    83552	     3587	 52179957	 17235140	   442242	 69857339
version 10:	   731080	   149871	  1384989	 49676624	   150737	    79812	     3580	 52176702	 17219915	   441988	 69838605
version 10:	   731415	   150013	  1385576	 49673933	   150802	    79829	     3598	 52175172	 17233436	   442124	 69850732
version 10:	   731764	   150047	  1387250	 47364183	   159361	    79895	     3656	 49876166	 17218951	   442165	 67537282
version 10:	   731488	   149977	  1386912	 47363942	   159557	    79975	     3716	 49875572	 17241641	   441549	 67558762
version 10:	   731878	   150076	  1386895	 47361322	   159480	    79905	     3652	 49873211	 17271613	   441950	 67586774
version 10:	   731857	   149810	  1388477	 44759639	   168226	    80493	     3701	 47282210	 17217199	   441644	 64941053
version 10:	   731396	   149805	  1388151	 44759824	   168285	    80506	     3714	 47281687	 17238624	   441850	 64962161
version 10:	   731303	   149836	  1388265	 44758014	   168244	    80364	     3729	 47279760	 17219556	   442059	 64941375
version 10:	   731194	   149966	  1389894	 42684487	   177053	    80749	     3770	 45217120	 17241581	   442487	 62901188
version 10:	   731165	   149930	  1391085	 42684133	   177163	    80695	     3764	 45217940	 17240842	   442552	 62901334
version 10:	   731508	   150069	  1390184	 42684000	   178407	    80923	     3782	 45218878	 17233953	   441815	 62894646
version 10:	   731535	   150541	  1395775	 40936293	   187422	    80606	     3811	 43485986	 17237455	   442167	 61165608
version 10:	   731885	   149945	  1393477	 40937398	   186720	    80595	     3816	 43483840	 17248235	   442063	 61174138
version 10:	   731214	   150524	  1393547	 40937447	   186878	    80533	     3833	 43483980	 17234425	   442051	 61160456
version 10:	   730653	   150011	  1394554	 38068201	   203175	    81256	     3973	 40631826	 17219240	   442140	 58293206
version 10:	   731159	   149890	  1396611	 38068527	   203440	    83328	     3947	 40636910	 17221582	   442054	 58300546
version 10:	   730935	   150154	  1394603	 38068348	   203599	    82925	     3949	 40634521	 17222527	   441913	 58298961
version 10:	   731815	   150110	  1396960	 36746810	   211928	    82592	     4025	 39324249	 17229178	   442746	 56996173
version 10:	   731457	   150068	  1396931	 36745500	   211663	    82453	     4002	 39322081	 17239839	   441796	 57003716
version 10:	   730872	   150316	  1396485	 36744047	   211543	    82492	     4019	 39319780	 17274771	   441927	 57036478
version 10:	   731315	   150245	  1401660	 33188947	   237852	    82844	     4287	 35797157	 17233333	   442054	 53472544
version 10:	   730524	   150119	  1402763	 33187875	   237582	    83062	     4222	 35796153	 17245389	   442065	 53483607
version 10:	   731340	   150162	  1402158	 33188350	   237762	    82175	     4211	 35796164	 17282882	   442179	 53521225
version 10:	   731633	   150144	  1406343	 32179638	   246298	    82872	     4275	 34801207	 17239361	   442208	 52482776
version 10:	   731210	   150238	  1404497	 32180841	   246336	    82656	     4284	 34800065	 17236918	   441876	 52478859
version 10:	   731741	   150293	  1402674	 32181239	   246637	    82819	     4347	 34799754	 17228859	   441694	 52470307
version 10:	   731633	   150460	  1404789	 31207400	   254979	    82751	     4343	 33836364	 17237088	   442051	 51515503
version 10:	   731561	   150135	  1407163	 31206424	   255248	    82787	     4311	 33837635	 17278719	   442191	 51558545
version 10:	   731231	   150236	  1404714	 31207068	   255123	    82702	     4351	 33835434	 17298137	   442042	 51575613
version 10:	   730545	   150261	  1407317	 30385572	   263719	    83018	     4382	 33024823	 17232418	   442057	 50699298
version 10:	   731411	   150278	  1406948	 30386846	   263868	    82904	     4397	 33026658	 17234763	   442169	 50703590
version 10:	   731045	   150099	  1408322	 30386343	   263742	    84788	     4377	 33028724	 17234093	   441912	 50704729
version 10:	   731709	   149665	  1373827	 82078636	    89919	    78073	     3145	 84504980	 17297588	   442473	102245041
version 10:	   731395	   149695	  1373488	 82077741	    89970	    80882	     3129	 84506302	 17236883	   442233	102185418
version 10:	   731780	   149708	  1374140	 82078647	    89973	    77912	     3192	 84505358	 17247192	   442450	102195000
version 10:	   730825	   149848	  1376683	 69468105	   107316	    79097	     3246	 71915126	 17231772	   442062	 89588960
version 10:	   731248	   149808	  1376101	 69467121	   107264	    78941	     3244	 71913731	 17252264	   442376	 89608371
version 10:	   731698	   149718	  1378187	 69468052	   107330	    78964	     3262	 71917219	 17231116	   441774	 89590109
version 10:	 30	256	   728084	    14747	  3200970	  2963149	   107553	    10995	     5132	  7030631	  2263974	   201302	  9495907
queryr0
version 10:	 10	 64	   725194	    45822	   385498	 52050762	    15589	    39316	     1872	 53264055	  8998265	  2829906	 65092226
version 10:	 10	 64	   729175	    45983	   385888	 52046529	    15650	    39481	     1806	 53264515	  9003108	  2842891	 65110514
version 10:	 10	 64	   729627	    45899	   385611	 52047426	    15601	    39603	     1873	 53265642	  8996998	  2829480	 65092120
version 10:	 12	 64	   729165	    45971	   386697	 43592393	    18552	    39633	     1865	 44814279	  9057129	  3013988	 56885396
version 10:	 12	 64	   729454	    45899	   386319	 43595133	    18520	    39510	     1878	 44816714	  9054125	  3016605	 56887444
version 10:	 12	 64	   728836	    45914	   386257	 43598450	    18542	    39528	     1892	 44819419	  9065984	  3014392	 56899795
version 10:	 14	 64	   729170	    45998	   387122	 37753216	    21476	    39361	     1940	 38978284	  9099473	  2925192	 51002949
version 10:	 14	 64	   728765	    45974	   387218	 37755553	    21423	    39379	     1938	 38980250	  9104077	  2923228	 51007555
version 10:	 14	 64	   729397	    45945	   386873	 37751539	    21456	    39373	     1936	 38976520	  9098950	  2926276	 51001746
version 10:	 16	 64	   729465	    45919	   388023	 33331098	    24431	    40681	     2193	 34561813	  9114899	  3028616	 46705328
version 10:	 16	 64	   730215	    46037	   387788	 33330469	    24404	    40225	     2193	 34561332	  9115879	  3032761	 46709972
version 10:	 16	 64	   730280	    46035	   388193	 33328454	    24409	    40267	     2180	 34559818	  9122139	  3030704	 46712661
version 10:	 18	 64	   729514	    46004	   388424	 29571602	    27326	    39548	     2310	 30804728	  9158966	  2988005	 42951699
version 10:	 18	 64	   730246	    45929	   388190	 29569856	    27333	    39571	     2263	 30803390	  9131927	  2989645	 42924962
version 10:	 18	 64	   729615	    46044	   388086	 29568273	    27261	    39480	     2263	 30801022	  9147162	  2988391	 42936575
version 10:	 20	 64	   729165	    45988	   388638	 26938742	    30203	    39771	     2309	 28174816	  9145948	  3129376	 40450140
version 10:	 20	 64	   729989	    46117	   388747	 26935337	    30240	    39720	     2333	 28172483	  9133376	  3133515	 40439374
version 10:	 20	 64	   729673	    46025	   388654	 26937331	    30251	    39601	     2324	 28173860	  9146253	  3127902	 40448015
version 10:	 22	 64	   729002	    45990	   389622	 24440441	    33082	    39670	     2375	 25680182	  9154372	  3118157	 37952711
version 10:	 22	 64	   729508	    46015	   390128	 24441992	    33175	    39698	     2380	 25682896	  9157127	  3117475	 37957498
version 10:	 22	 64	   729473	    46019	   389190	 24440959	    33168	    39614	     2387	 25680812	  9153227	  3118246	 37952285
version 10:	 24	 64	   729484	    46083	   389929	 22636379	    36102	    39956	     2442	 23880377	  9153584	  3138791	 36172752
version 10:	 24	 64	   729367	    46074	   389835	 22639354	    36097	    39948	     2434	 23883109	  9150212	  3139963	 36173284
version 10:	 24	 64	   729216	    46062	   390589	 22638591	    36102	    39967	     2455	 23882982	  9148529	  3138989	 36170500
version 10:	 26	 64	   729957	    46012	   390394	 21140159	    39026	    41231	     2489	 22389268	  9153938	  3137968	 34681174
version 10:	 26	 64	   729748	    46176	   390517	 21139611	    39047	    39792	     2515	 22387407	  9159064	  3139017	 34685488
version 10:	 26	 64	   729977	    46063	   390523	 21141043	    39019	    39744	     2503	 22388872	  9156446	  3138924	 34684242
version 10:	 28	 64	   729585	    46086	   391066	 19849921	    41969	    39972	     2564	 21101164	  9155651	  3222467	 33479282
version 10:	 28	 64	   729837	    45985	   391385	 19850120	    41962	    40447	     2554	 21102293	  9154890	  3219453	 33476636
version 10:	 28	 64	   729303	    46058	   391419	 19850759	    41989	    39948	     2562	 21102039	  9164356	  3234184	 33500579
version 10:	 30	 64	   730002	    46243	   391608	 18490636	    44843	    39899	     2613	 19745846	  9158242	  3148825	 32052913
version 10:	 30	 64	   729760	    45978	   392092	 18489931	    44900	    42010	     2630	 19747301	  9170283	  3149247	 32066831
version 10:	 30	 64	   729512	    45985	   391773	 18490931	    44954	    39943	     2630	 19745728	  9184669	  3151033	 32081430
version 10:	 32	 64	   729444	    45989	   393018	 17733205	    47861	    40831	     2682	 18993032	  9154760	  3145824	 31293616
version 10:	 32	 64	   729770	    46019	   392302	 17733973	    47857	    41074	     2686	 18993682	  9156283	  3147638	 31297603
version 10:	 32	 64	   729368	    46080	   392835	 17733080	    47766	    40778	     2677	 18992586	  9157889	  3148871	 31299346
version 10:	 34	 64	   729503	    46015	   393358	 16653168	    50756	    40449	     2727	 17915976	  9157827	  3242710	 30316513
version 10:	 34	 64	   729199	    46086	   394478	 16651022	    50754	    40980	     2733	 17915253	  9155281	  3245944	 30316478
version 10:	 34	 64	   729624	    46061	   394350	 16651845	    50738	    40189	     2728	 17915536	  9153999	  3242580	 30312115
version 10:	 36	 64	   728737	    46409	   393202	 15936977	    53704	    40233	     2783	 17202046	  9201561	  3187861	 29591468
version 10:	 36	 64	   729910	    46081	   393804	 15936223	    53708	    40164	     2796	 17202687	  9155209	  3188792	 29546688
version 10:	 36	 64	   729770	    46092	   394572	 15936800	    53715	    40231	     2805	 17203986	  9170180	  3208171	 29582337
version 10:	 38	 64	   728769	    46218	   393843	 15141233	    56604	    40430	     2903	 16410001	  9162507	  3179531	 28752039
version 10:	 38	 64	   729284	    46078	   393998	 15140409	    56677	    40351	     2842	 16409639	  9174800	  3175979	 28760418
version 10:	 38	 64	   728957	    46039	   393993	 15140573	    56691	    40331	     2855	 16409439	  9174712	  3176033	 28760184
version 10:	 40	 64	   729945	    46038	   394403	 14570225	    59579	    40422	     2904	 15843517	  9156904	  3210450	 28210871
version 10:	 40	 64	   729045	    46016	   394577	 14569745	    59643	    40353	     2966	 15842346	  9156104	  3216534	 28214984
version 10:	 40	 64	   729051	    46018	   394510	 14570506	    59536	    40366	     2910	 15842897	  9155076	  3210989	 28208962
version 10:	 42	 64	   729169	    46038	   395311	 13999367	    62473	    40421	     2969	 15275749	  9160907	  3245248	 27681904
version 10:	 42	 64	   729920	    46358	   395144	 14000812	    62527	    40519	     3020	 15278302	  9169288	  3258347	 27705937
version 10:	 42	 64	   729836	    45973	   396368	 14000824	    62492	    40536	     2977	 15279007	  9167224	  3257031	 27703262
version 10:	 44	 64	   729987	    46092	   395829	 13488820	    65496	    40526	     3032	 14769783	  9164602	  3215823	 27150208
version 10:	 44	 64	   728987	    46097	   395629	 13489314	    65416	    40539	     3033	 14769016	  9176153	  3216346	 27161515
version 10:	 44	 64	   729455	    46121	   396025	 13489103	    65418	    40579	     3021	 14769722	  9156886	  3218424	 27145032
version 10:	 46	 64	   729799	    46087	   396173	 12952338	    68387	    42159	     3079	 14238023	  9180449	  3286377	 26704849
version 10:	 46	 64	   729584	    46212	   396401	 12951793	    68454	    40643	     3086	 14236174	  9170492	  3273893	 26680559
version 10:	 46	 64	   729364	    46120	   396425	 12953226	    68317	    40785	     3077	 14237314	  9158095	  3285813	 26681222
version 10:	 48	 64	   729435	    46150	   396896	 12535328	    71304	    41078	     3209	 13823401	  9172241	  3258682	 26254324
version 10:	 48	 64	   729266	    46138	   397141	 12535897	    71357	    41031	     3149	 13823980	  9164806	  3255558	 26244344
version 10:	 48	 64	   729736	    46078	   396900	 12535583	    71294	    41033	     3193	 13823817	  9156200	  3258250	 26238267
